Obstacle_Designator    ,AIXM_NAME  ,Obstacle Type (AIXM),Latitude(N),Longitude(E),Elevation at Top (FT)        ,Height (FT),Lighting,Color of Lighting,Group,,
LTBQ1165,BUILDING,BUILDING,404155.309N,0300728.868E,492.27,44.29,NO,,NO,,
LTBQ1166,BUILDING,BUILDING,404157.824N,0300727.907E,471.13,44.29,NO,,NO,,
LTBQ1167,BUILDING,BUILDING,404157.640N,0300729.221E,465.62,34.45,NO,,NO,,
LTBQ1168,BUILDING,BUILDING,404132.894N,0300724.078E,835.54,34.45,NO,,NO,,
LTBQ1169,BUILDING,BUILDING,404133.034N,0300724.883E,834.60,34.45,NO,,NO,,
LTBQ1170,BUILDING,BUILDING,404133.186N,0300725.706E,831.79,34.45,NO,,NO,,
LTBQ1171,BUILDING,BUILDING,404132.662N,0300725.538E,837.06,34.45,NO,,NO,,
LTBQ1172,BUILDING,BUILDING,404132.283N,0300724.075E,843.95,34.45,NO,,NO,,
LTBQ1173,BUILDING,BUILDING,404131.937N,0300724.672E,847.60,34.45,NO,,NO,,
LTBQ1174,BUILDING,BUILDING,404132.125N,0300725.401E,842.34,34.45,NO,,NO,,
LTBQ1175,BUILDING,BUILDING,404131.588N,0300725.236E,848.17,34.45,NO,,NO,,
LTBQ1176,BUILDING,BUILDING,404136.269N,0300727.302E,784.75,34.45,NO,,NO,,
LTBQ1177,BUILDING,BUILDING,404137.070N,0300725.268E,769.49,34.45,NO,,NO,,
LTBQ1178,BUILDING,BUILDING,404140.948N,0300752.407E,600.14,34.45,NO,,NO,,
LTBQ1179,BUILDING,BUILDING,404146.913N,0300752.540E,488.95,34.45,NO,,NO,,
LTBQ1180,BUILDING,BUILDING,404148.327N,0300752.169E,460.99,24.60,NO,,NO,,
LTBQ1181,BUILDING,BUILDING,404159.546N,0300730.633E,452.62,34.45,NO,,NO,,
LTBQ1182,BUILDING,BUILDING,404156.486N,0300735.005E,499.82,44.29,NO,,NO,,
LTBQ1183,BUILDING,BUILDING,404156.827N,0300734.254E,485.93,34.45,NO,,NO,,
LTBQ1184,BUILDING,BUILDING,404153.204N,0300739.410E,486.34,44.29,NO,,NO,,
LTBQ1185,BUILDING,BUILDING,404152.725N,0300741.127E,457.23,34.45,NO,,NO,,
LTBQ1186,BUILDING,BUILDING,404153.225N,0300741.766E,439.57,24.60,NO,,NO,,
LTBQ1187,BUILDING,BUILDING,404154.218N,0300742.166E,433.65,24.60,NO,,NO,,
LTBQ1188,BUILDING,BUILDING,404154.770N,0300742.729E,423.01,24.60,NO,,NO,,
LTBQ1189,BUILDING,BUILDING,404155.906N,0300742.890E,418.32,24.60,NO,,NO,,
LTBQ1190,BUILDING,BUILDING,404156.924N,0300743.180E,412.32,24.60,NO,,NO,,
LTBQ1191,BUILDING,BUILDING,404158.209N,0300743.668E,398.48,24.60,NO,,NO,,
LTBQ1192,BUILDING,BUILDING,404158.830N,0300743.845E,395.52,24.60,NO,,NO,,
LTBQ1193,BUILDING,BUILDING,404159.385N,0300744.561E,399.85,34.45,NO,,NO,,
LTBQ1194,BUILDING,BUILDING,404159.634N,0300743.637E,393.55,24.60,NO,,NO,,
LTBQ1195,BUILDING,BUILDING,404154.370N,0300736.346E,496.90,34.45,NO,,NO,,
LTBQ1196,BUILDING,BUILDING,404154.849N,0300735.528E,505.10,44.29,NO,,NO,,
LTBQ1197,BUILDING,BUILDING,404157.022N,0300731.570E,480.16,34.45,NO,,NO,,
LTBQ1198,BUILDING,BUILDING,404152.561N,0300733.894E,524.10,44.29,NO,,NO,,
LTBQ1199,BUILDING,BUILDING,404150.545N,0300730.689E,531.31,44.29,NO,,NO,,
LTBQ1200,BUILDING,BUILDING,404151.858N,0300740.244E,466.27,34.45,NO,,NO,,
LTBQ1201,BUILDING,BUILDING,404146.964N,0300732.085E,575.81,34.45,NO,,NO,,
LTBQ1202,BUILDING,BUILDING,404150.171N,0300736.680E,506.13,34.45,NO,,NO,,
LTBQ1203,BUILDING,BUILDING,404148.187N,0300738.184E,495.69,34.45,NO,,NO,,
LTBQ1204,BUILDING,BUILDING,404145.921N,0300737.101E,518.51,34.45,NO,,NO,,
LTBQ1205,BUILDING,BUILDING,404149.441N,0300738.756E,487.17,34.45,NO,,NO,,
LTBQ1206,BUILDING,BUILDING,404145.977N,0300736.232E,537.08,34.45,NO,,NO,,
LTBQ1207,BUILDING,BUILDING,404146.694N,0300735.449E,543.65,34.45,NO,,NO,,
LTBQ1208,BUILDING,BUILDING,404157.112N,0300744.401E,415.27,34.45,NO,,NO,,
LTBQ1209,BUILDING,BUILDING,404155.473N,0300746.573E,421.40,34.45,NO,,NO,,
LTBQ1210,BUILDING,BUILDING,404153.444N,0300744.703E,424.46,24.60,NO,,NO,,
LTBQ1211,BUILDING,BUILDING,404152.777N,0300744.224E,444.63,34.45,NO,,NO,,
LTBQ1212,BUILDING,BUILDING,404152.311N,0300743.091E,442.13,24.60,NO,,NO,,
LTBQ1213,BUILDING,BUILDING,404151.127N,0300743.254E,462.24,34.45,NO,,NO,,
LTBQ1214,BUILDING,BUILDING,404146.411N,0300740.896E,493.79,34.45,NO,,NO,,
LTBQ1215,BUILDING,BUILDING,404142.480N,0300750.015E,596.62,34.45,NO,,NO,,
LTBQ1216,BUILDING,BUILDING,404142.403N,0300750.859E,602.25,44.29,NO,,NO,,
LTBQ1217,BUILDING,BUILDING,404140.531N,0300748.694E,634.41,34.45,NO,,NO,,
LTBQ1218,BUILDING,BUILDING,404138.911N,0300748.550E,652.98,34.45,NO,,NO,,
LTBQ1219,BUILDING,BUILDING,404138.426N,0300749.019E,655.82,34.45,NO,,NO,,
LTBQ1220,BUILDING,BUILDING,404150.820N,0300749.720E,448.63,24.60,NO,,NO,,
LTBQ1221,BUILDING,BUILDING,404138.791N,0300754.379E,598.30,34.45,NO,,NO,,
LTBQ1222,BUILDING,BUILDING,404138.205N,0300755.011E,596.89,34.45,NO,,NO,,
LTBQ1223,BUILDING,BUILDING,404143.595N,0300753.734E,508.37,24.60,NO,,NO,,
LTBQ1224,BUILDING,BUILDING,404142.727N,0300755.900E,503.51,34.45,NO,,NO,,
LTBQ1225,BUILDING,BUILDING,404142.258N,0300756.306E,509.60,34.45,NO,,NO,,
LTBQ1226,BUILDING,BUILDING,404142.420N,0300757.353E,493.19,24.60,NO,,NO,,
LTBQ1227,BUILDING,BUILDING,404138.848N,0300759.399E,537.55,24.60,NO,,NO,,
LTBQ1228,BUILDING,BUILDING,404140.201N,0300758.739E,533.47,34.45,NO,,NO,,
LTBQ1229,BUILDING,BUILDING,404141.644N,0300759.056E,502.87,24.60,NO,,NO,,
LTBQ1230,BUILDING,BUILDING,404138.385N,0300801.133E,536.30,24.60,NO,,NO,,
LTBQ1231,BUILDING,BUILDING,404139.589N,0300802.543E,519.86,24.60,NO,,NO,,
LTBQ1232,BUILDING,BUILDING,404138.176N,0300804.886E,530.35,34.45,NO,,NO,,
LTBQ1233,BUILDING,BUILDING,404134.334N,0300752.405E,669.39,34.45,NO,,NO,,
LTBQ1234,BUILDING,BUILDING,404131.088N,0300752.170E,707.43,34.45,NO,,NO,,
LTBQ1235,BUILDING,BUILDING,404135.326N,0300754.393E,648.42,44.29,NO,,NO,,
LTBQ1236,BUILDING,BUILDING,404133.763N,0300753.043E,669.28,34.45,NO,,NO,,
LTBQ1237,BUILDING,BUILDING,404131.903N,0300802.399E,617.14,34.45,NO,,NO,,
LTBQ1238,BUILDING,BUILDING,404132.582N,0300803.613E,598.85,34.45,NO,,NO,,
LTBQ1239,BUILDING,BUILDING,404133.438N,0300803.487E,588.93,34.45,NO,,NO,,
LTBQ1240,BUILDING,BUILDING,404130.463N,0300753.462E,700.71,34.45,NO,,NO,,
LTBQ1241,BUILDING,BUILDING,404127.817N,0300753.035E,721.89,34.45,NO,,NO,,
LTBQ1242,BUILDING,BUILDING,404127.164N,0300755.040E,718.52,34.45,NO,,NO,,
LTBQ1243,BUILDING,BUILDING,404128.035N,0300758.587E,710.74,34.45,NO,,NO,,
LTBQ1244,BUILDING,BUILDING,404129.225N,0300758.670E,681.37,34.45,NO,,NO,,
LTBQ1245,BUILDING,BUILDING,404125.502N,0300754.528E,750.86,34.45,NO,,NO,,
LTBQ1246,BUILDING,BUILDING,404129.201N,0300800.306E,680.69,34.45,NO,,NO,,
LTBQ1247,BUILDING,BUILDING,404128.333N,0300801.647E,711.70,34.45,NO,,NO,,
LTBQ1248,BUILDING,BUILDING,404133.593N,0300805.128E,563.38,14.76,NO,,NO,,
LTBQ1249,BUILDING,BUILDING,404133.903N,0300805.686E,558.88,14.76,NO,,NO,,
LTBQ1250,BUILDING,BUILDING,404134.659N,0300805.285E,568.26,34.45,NO,,NO,,
LTBQ1251,BUILDING,BUILDING,404128.665N,0300807.256E,655.72,34.45,NO,,NO,,
LTBQ1252,BUILDING,BUILDING,404128.185N,0300807.779E,661.17,34.45,NO,,NO,,
LTBQ1253,BUILDING,BUILDING,404129.089N,0300808.212E,626.42,34.45,NO,,NO,,
LTBQ1254,BUILDING,BUILDING,404129.557N,0300807.553E,629.20,34.45,NO,,NO,,
LTBQ1255,BUILDING,BUILDING,404130.370N,0300807.922E,614.96,34.45,NO,,NO,,
LTBQ1256,BUILDING,BUILDING,404131.180N,0300808.175E,601.21,34.45,NO,,NO,,
LTBQ1257,BUILDING,BUILDING,404132.105N,0300808.377E,584.06,34.45,NO,,NO,,
LTBQ1258,BUILDING,BUILDING,404119.624N,0300808.618E,898.77,34.45,NO,,NO,,
LTBQ1259,BUILDING,BUILDING,404130.461N,0300809.011E,577.62,14.76,NO,,NO,,
LTBQ1260,BUILDING,BUILDING,404137.046N,0300754.531E,615.58,34.45,NO,,NO,,
LTBQ1261,BUILDING,BUILDING,404133.818N,0300808.495E,562.28,34.45,NO,,NO,,
LTBQ1262,BUILDING,BUILDING,404128.013N,0300804.172E,684.39,34.45,NO,,NO,,
LTBQ1263,BUILDING,BUILDING,404130.553N,0300739.681E,800.85,34.45,NO,,NO,,
LTBQ1264,BUILDING,BUILDING,404135.321N,0300737.779E,593.67,34.45,NO,,NO,,
LTBQ1265,BUILDING,BUILDING,404137.038N,0300744.662E,698.77,44.29,NO,,NO,,
LTBQ1266,BUILDING,BUILDING,404136.738N,0300742.224E,710.96,34.45,NO,,NO,,
LTBQ1267,BUILDING,BUILDING,404135.999N,0300744.600E,699.57,34.45,NO,,NO,,
LTBQ1268,BUILDING,BUILDING,404130.121N,0300741.236E,808.09,34.45,NO,,NO,,
LTBQ1269,BUILDING,BUILDING,404128.767N,0300739.268E,820.19,34.45,NO,,NO,,
LTBQ1270,BUILDING,BUILDING,404129.332N,0300741.232E,818.37,34.45,NO,,NO,,
LTBQ1271,BUILDING,BUILDING,404121.239N,0300752.011E,849.92,34.45,NO,,NO,,
LTBQ1272,BUILDING,BUILDING,404125.108N,0300748.249E,787.92,34.45,NO,,NO,,
LTBQ1273,BUILDING,BUILDING,404123.514N,0300746.019E,833.15,34.45,NO,,NO,,
LTBQ1274,BUILDING,BUILDING,404126.178N,0300747.555E,788.30,34.45,NO,,NO,,
LTBQ1275,BUILDING,BUILDING,404127.094N,0300746.417E,798.90,34.45,NO,,NO,,
LTBQ1276,BUILDING,BUILDING,404127.856N,0300745.307E,808.03,34.45,NO,,NO,,
LTBQ1277,BUILDING,BUILDING,404127.191N,0300744.770E,819.45,34.45,NO,,NO,,
LTBQ1278,BUILDING,BUILDING,404128.797N,0300745.967E,796.12,34.45,NO,,NO,,
LTBQ1279,BUILDING,BUILDING,404129.717N,0300746.595E,782.27,34.45,NO,,NO,,
LTBQ1280,BUILDING,BUILDING,404129.702N,0300748.150E,776.14,44.29,NO,,NO,,
LTBQ1281,BUILDING,BUILDING,404131.365N,0300750.092E,732.24,34.45,NO,,NO,,
LTBQ1282,BUILDING,BUILDING,404130.346N,0300750.216E,739.25,34.45,NO,,NO,,
LTBQ1283,BUILDING,BUILDING,404134.957N,0300748.409E,690.52,34.45,NO,,NO,,
LTBQ1284,BUILDING,BUILDING,404134.282N,0300747.703E,704.19,34.45,NO,,NO,,
LTBQ1285,BUILDING,BUILDING,404132.917N,0300751.456E,691.49,34.45,NO,,NO,,
LTBQ1286,BUILDING,BUILDING,404133.584N,0300751.110E,687.37,34.45,NO,,NO,,
LTBQ1287,BUILDING,BUILDING,404134.362N,0300750.741E,682.96,34.45,NO,,NO,,
LTBQ1288,BUILDING,BUILDING,404136.623N,0300750.266E,666.97,34.45,NO,,NO,,
LTBQ1289,BUILDING,BUILDING,404132.088N,0300751.897E,694.10,34.45,NO,,NO,,
LTBQ1290,BUILDING,BUILDING,404132.129N,0300819.427E,594.08,24.60,NO,,NO,,
LTBQ1291,BUILDING,BUILDING,404103.481N,0300734.645E,930.16,44.29,NO,,NO,,
LTBQ1292,BUILDING,BUILDING,404103.769N,0300734.871E,930.16,44.29,NO,,NO,,
LTBQ1293,BUILDING,BUILDING,404110.102N,0300737.372E,821.89,34.45,NO,,NO,,
LTBQ1294,BUILDING,BUILDING,404110.217N,0300737.176E,821.89,34.45,NO,,NO,,
LTBQ1295,BUILDING,BUILDING,404203.628N,0300739.505E,369.86,14.76,NO,,NO,,
LTBQ1296,BUILDING,BUILDING,404206.368N,0300742.026E,360.31,24.60,NO,,NO,,
LTBQ1297,BUILDING,BUILDING,404147.094N,0300752.685E,475.96,24.60,NO,,NO,,
LTBQ1298,BUILDING,BUILDING,404152.503N,0300743.815E,426.91,14.76,NO,,NO,,
LTBQ1299,BUILDING,BUILDING,404150.511N,0300749.172E,452.79,14.76,NO,,NO,,
LTBQ1300,BUILDING,BUILDING,404141.809N,0300756.714E,494.76,14.76,NO,,NO,,
LTBQ1301,BUILDING,BUILDING,404133.582N,0300806.023E,562.61,14.76,NO,,NO,,
LTBQ1302,BUILDING,BUILDING,404131.128N,0300813.664E,589.40,14.76,NO,,NO,,
LTBQ1303,BUILDING,BUILDING,404131.227N,0300813.507E,582.75,14.76,NO,,NO,,
LTBQ1304,BUILDING,BUILDING,404121.532N,0300752.064E,838.13,34.45,NO,,NO,,
LTBQ1305,BUILDING,BUILDING,404134.682N,0300803.392E,565.65,24.60,NO,,NO,,
LTBQ1306,BUILDING,BUILDING,404125.672N,0300755.382E,748.74,34.45,NO,,NO,,
LTBQ1307,BUILDING,BUILDING,404131.658N,0300813.266E,576.05,24.60,NO,,NO,,
LTBQ1308,BUILDING,BUILDING,404131.715N,0300736.711E,699.75,44.29,NO,,NO,,
LTBQ1309,BUILDING,BUILDING,404134.454N,0300734.239E,608.26,44.29,NO,,NO,,
LTBQ1310,BUILDING,BUILDING,404134.892N,0300734.242E,612.34,44.29,NO,,NO,,
LTBQ1311,BUILDING,BUILDING,404149.886N,0300750.327E,453.56,14.76,NO,,NO,,
LTBQ1312,BUILDING,BUILDING,404415.170N,0300825.030E,347.35,34.45,NO,,NO,,
LTBQ1313,BUILDING,BUILDING,404416.901N,0300824.322E,370.71,44.29,NO,,NO,,
LTBQ1314,BUILDING,BUILDING,404422.596N,0300830.282E,428.17,34.45,NO,,NO,,
LTBQ1315,BUILDING,BUILDING,404415.530N,0300823.212E,328.77,14.76,NO,,NO,,
LTBQ1316,BUILDING,BUILDING,404415.470N,0300823.787E,329.55,14.76,NO,,NO,,
LTBQ1317,BUILDING,BUILDING,404416.243N,0300826.529E,338.99,14.76,NO,,NO,,
LTBQ1318,BUILDING,BUILDING,404406.535N,0300709.137E,278.93,24.60,NO,,NO,,
LTBQ1319,BUILDING,BUILDING,404400.477N,0300733.051E,317.18,24.60,NO,,NO,,
LTBQ1320,BUILDING,BUILDING,404400.358N,0300738.885E,329.74,34.45,NO,,NO,,
LTBQ1321,BUILDING,BUILDING,404401.316N,0300739.023E,329.74,34.45,NO,,NO,,
LTBQ1322,BUILDING,BUILDING,404402.074N,0300749.632E,339.58,44.29,NO,,NO,,
LTBQ1323,BUILDING,BUILDING,404400.786N,0300748.849E,339.58,44.29,NO,,NO,,
LTBQ1324,BUILDING,BUILDING,404400.355N,0300752.641E,339.58,44.29,NO,,NO,,
LTBQ1325,BUILDING,BUILDING,404358.924N,0300756.699E,329.74,34.45,NO,,NO,,
LTBQ1326,BUILDING,BUILDING,404356.709N,0300756.209E,328.90,34.45,NO,,NO,,
LTBQ1327,BUILDING,BUILDING,404412.588N,0300901.991E,359.96,34.45,NO,,NO,,
LTBQ1328,BUILDING,BUILDING,404418.501N,0300921.170E,435.87,14.76,NO,,NO,,
LTBQ1329,BUILDING,BUILDING,404421.729N,0300920.050E,479.19,44.29,NO,,NO,,
LTBQ1330,BUILDING,BUILDING,404424.638N,0300927.182E,478.08,14.76,NO,,NO,,
LTBQ1331,BUILDING,BUILDING,404413.048N,0300837.036E,388.21,34.45,NO,,NO,,
LTBQ1332,BUILDING,BUILDING,404342.916N,0300808.933E,329.74,34.45,NO,,NO,,
LTBQ1333,BUILDING,BUILDING,404404.016N,0300742.335E,329.74,34.45,NO,,NO,,
LTBQ1334,BUILDING,BUILDING,404344.490N,0300847.822E,355.98,44.29,NO,,NO,,
LTBQ1335,BUILDING,BUILDING,404348.481N,0300846.342E,336.29,54.13,NO,,NO,,
LTBQ1336,BUILDING,BUILDING,404348.132N,0300844.416E,339.20,44.29,NO,,NO,,
LTBQ1337,BUILDING,BUILDING,404343.801N,0300849.728E,336.30,24.60,NO,,NO,,
LTBQ1338,BUILDING,BUILDING,404527.145N,0300918.519E,813.66,14.76,NO,,NO,,
LTBQ1339,BUILDING,BUILDING,404526.439N,0300920.055E,811.14,14.76,NO,,NO,,
LTBQ1340,BUILDING,BUILDING,404525.456N,0300919.553E,804.10,14.76,NO,,NO,,
LTBQ1341,BUILDING,BUILDING,404524.616N,0300918.824E,789.42,14.76,NO,,NO,,
LTBQ1342,BUILDING,BUILDING,404526.144N,0300917.484E,804.31,14.76,NO,,NO,,
LTBQ1343,BUILDING,BUILDING,404526.677N,0300917.783E,808.35,14.76,NO,,NO,,
LTBQ1344,BUILDING,BUILDING,404549.460N,0300816.473E,421.90,14.76,NO,,NO,,
LTBQ1345,BUILDING,BUILDING,404441.425N,0300735.908E,328.21,24.60,NO,,NO,,
LTBQ1346,BUILDING,BUILDING,404421.980N,0300919.560E,523.64,83.66,NO,,NO,,
LTBQ1347,BUILDING,BUILDING,404128.484N,0300742.352E,825.05,34.45,NO,,NO,,
LTBQ1348,BUILDING,BUILDING,404132.968N,0300821.687E,596.75,34.45,NO,,NO,,
LTBQ1349,BUILDING,BUILDING,404204.545N,0300741.148E,395.68,44.29,NO,,NO,,
LTBQ1350,BUILDING,BUILDING,404215.742N,0300649.378E,336.11,24.60,NO,,NO,,
LTBQ1351,BUILDING,BUILDING,404158.680N,0300616.542E,390.33,34.45,NO,,NO,,
LTBQ1352,BUILDING,BUILDING,404147.146N,0300616.574E,487.19,34.45,NO,,NO,,
LTBQ1353,BUILDING,BUILDING,404142.065N,0300627.163E,591.01,44.29,NO,,NO,,
LTBQ1354,BUILDING,BUILDING,404143.294N,0300626.097E,567.19,34.45,NO,,NO,,
LTBQ1355,BUILDING,BUILDING,404210.637N,0300651.112E,414.13,44.29,NO,,NO,,
LTBQ1356,BUILDING,BUILDING,404209.643N,0300647.199E,403.77,34.45,NO,,NO,,
LTBQ1357,BUILDING,BUILDING,404157.512N,0300650.094E,538.43,34.45,NO,,NO,,
LTBQ1358,BUILDING,BUILDING,404204.609N,0300712.009E,438.71,34.45,NO,,NO,,
LTBQ1359,BUILDING,BUILDING,404127.512N,0300805.549E,699.13,34.45,NO,,NO,,
LTBQ1360,BUILDING,BUILDING,404141.844N,0300649.672E,710.37,44.29,NO,,NO,,
LTBQ1361,BUILDING,BUILDING,404131.609N,0300720.446E,888.32,34.45,NO,,NO,,
LTBQ1362,BUILDING,BUILDING,404125.290N,0300342.564E,514.66,24.60,NO,,NO,,
LTBQ1363,BUILDING,BUILDING,404119.980N,0300417.860E,547.00,24.60,NO,,NO,,
LTBQ1364,BUILDING,BUILDING,404125.285N,0300435.780E,514.04,24.60,NO,,NO,,
LTBQ1365,BUILDING,BUILDING,404130.698N,0300430.559E,476.34,24.60,NO,,NO,,
LTBQ1366,BUILDING,BUILDING,404133.660N,0300433.154E,450.90,24.60,NO,,NO,,
LTBQ1367,BUILDING,BUILDING,404128.121N,0300336.324E,541.94,34.45,NO,,NO,,
LTBQ1368,BUILDING,BUILDING,404130.660N,0300540.306E,554.95,34.45,NO,,NO,,
LTBQ1369,BUILDING,BUILDING,404205.583N,0300604.586E,363.00,113.1,NO,,NO,,
LTBQ1370,BUILDING,BUILDING,404152.503N,0300735.630E,510.80,34.45,NO,,NO,,
LTBQ1371,BUILDING,BUILDING,404152.904N,0300737.458E,496.41,34.45,NO,,NO,,
LTBQ1372,BUILDING,BUILDING,404145.911N,0300734.831E,564.80,34.45,NO,,NO,,
LTBQ1373,BUILDING,BUILDING,404159.502N,0300727.820E,449.15,34.45,NO,,NO,,
LTBQ1374,MINARET,BUILDING,404146.511N,0300530.176E,372.87,73.82,NO,,NO,,
LTBQ1375,BUILDING,BUILDING,404137.147N,0300648.692E,728.50,34.45,NO,,NO,,
LTBQ1376,BUILDING,BUILDING,404134.388N,0300737.176E,607.98,44.29,NO,,NO,,
LTBQ1377,BUILDING,BUILDING,404153.079N,0300554.630E,331.41,14.76,NO,,NO,,
LTBQ1378,BUILDING,BUILDING,404522.329N,0300902.440E,742.74,24.60,NO,,NO,,
LTBQ1379,MINARET,BUILDING,404404.946N,0300858.666E,385.51,73.82,NO,,NO,,
LTBQ1380,BUILDING,BUILDING,404413.249N,0300905.737E,374.43,14.76,NO,,NO,,
LTBQ1381,BUILDING,BUILDING,404123.449N,0300502.463E,489.49,24.60,NO,,NO,,
LTBQ1382,BUILDING,BUILDING,404146.781N,0300632.721E,567.12,34.45,NO,,NO,,
LTBQ1383,BUILDING,BUILDING,404134.309N,0300757.788E,629.35,34.45,NO,,NO,,
LTBQ1384,BUILDING,BUILDING,404134.327N,0300758.093E,626.69,34.45,NO,,NO,,
LTBQ1385,BUILDING,BUILDING,404139.366N,0300738.424E,568.23,44.29,NO,,NO,,
LTBQ1386,BUILDING,BUILDING,404139.213N,0300738.695E,566.76,44.29,NO,,NO,,
LTBQ1387,BUILDING,BUILDING,404146.990N,0300656.391E,655.54,34.45,NO,,NO,,
LTBQ1388,BUILDING,BUILDING,404146.903N,0300656.852E,685.86,63.97,NO,,NO,,
LTBQ1389,BUILDING,BUILDING,404149.276N,0300644.996E,622.75,34.45,NO,,NO,,
LTBQ1390,BUILDING,BUILDING,404118.727N,0300421.541E,603.22,54.13,NO,,NO,,
LTBQ1391,BUILDING,BUILDING,404118.802N,0300421.148E,620.21,73.82,NO,,NO,,
LTBQ1392,BUILDING,BUILDING,404118.874N,0300421.458E,581.43,34.45,NO,,NO,,
LTBQ1393,BUILDING,BUILDING,404138.946N,0300745.275E,667.86,34.45,NO,,NO,,
LTBQ1394,BUILDING,BUILDING,404140.013N,0300746.349E,659.67,44.29,NO,,NO,,
LTBQ1395,BUILDING,BUILDING,404140.322N,0300745.825E,698.01,83.66,NO,,NO,,
LTBQ1396,BUILDING,BUILDING,404347.701N,0300836.611E,329.06,24.60,NO,,NO,,
LTBQ1397,BUILDING,BUILDING,404345.094N,0300853.077E,336.30,24.60,NO,,NO,,
LTBQ1398,MINARET,BUILDING,404201.074N,0300645.646E,525.02,63.97,NO,,NO,,
LTBQ1399,MINARET,BUILDING,404343.853N,0300836.580E,385.51,73.82,NO,,NO,,
LTBQ1400,MINARET,BUILDING,404146.336N,0300612.790E,497.09,63.97,NO,,NO,,
LTBQ1401,BUILDING,BUILDING,404401.641N,0300754.892E,339.58,44.29,NO,,NO,,
LTBQ1402,BUILDING,BUILDING,404402.187N,0300751.737E,329.74,34.45,NO,,NO,,
LTBQ1403,BUILDING,BUILDING,404423.261N,0300924.853E,511.45,44.29,NO,,NO,,
LTBQ1404,MAST,POLE,404350.783N,0300805.271E,339.58,44.29,NO,,NO,,
LTBQ1405,MAST,POLE,404349.805N,0300808.806E,339.58,44.29,NO,,NO,,
LTBQ1406,BUILDING,BUILDING,404131.891N,0300733.909E,620.67,44.29,NO,,NO,,
LTBQ1407,BUILDING,BUILDING,404140.135N,0300739.133E,558.84,34.45,NO,,NO,,
LTBQ1408,BUILDING,BUILDING,404112.196N,0300257.765E,940.76,34.45,NO,,NO,,
LTBQ1409,BUILDING,BUILDING,404205.316N,0300603.706E,363.00,113.1,NO,,NO,,
LTBQ1410,MAST,POLE,404355.520N,0300515.666E,269.04,22.96,NO,,NO,,
LTBQ1411,MAST,POLE,404358.311N,0300509.594E,270.53,32.81,NO,,NO,,
LTBQ1412,MAST,POLE,404400.780N,0300513.970E,260.82,42.0,NO,,NO,,
LTBQ1413,MAST,POLE,404358.463N,0300509.857E,273.70,32.81,NO,,NO,,
LTBQ1414,MAST,POLE,404357.747N,0300508.789E,263.53,29.52,NO,,NO,,
LTBQ1415,MAST,POLE,404357.704N,0300507.786E,262.55,29.52,NO,,NO,,
LTBQ1416,ANTENNA,ANTENNA,404327.189N,0300518.158E,372.02,197.0,NO,,NO,,
LTBQ1417,HIGH VOLTAGE MAST,POLE,404501.973N,0300848.654E,884.82,98.43,NO,,NO,,
LTBQ1418,HIGH VOLTAGE MAST,POLE,404504.988N,0300832.010E,783.35,98.43,NO,,NO,,
LTBQ1419,HIGH VOLTAGE MAST,POLE,404502.910N,0300829.294E,776.66,98.43,NO,,NO,,
LTBQ1420,HIGH VOLTAGE MAST,POLE,404505.386N,0300815.671E,642.68,98.43,NO,,NO,,
LTBQ1421,HIGH VOLTAGE MAST,POLE,404507.959N,0300815.571E,637.96,98.43,NO,,NO,,
LTBQ1422,HIGH VOLTAGE MAST,POLE,404510.837N,0300759.751E,496.09,98.43,NO,,NO,,
LTBQ1423,HIGH VOLTAGE MAST,POLE,404507.829N,0300802.366E,503.57,98.43,NO,,NO,,
LTBQ1424,HIGH VOLTAGE MAST,POLE,404503.489N,0300810.578E,588.09,98.43,NO,,NO,,
LTBQ1425,HIGH VOLTAGE MAST,POLE,404510.356N,0300748.710E,394.90,98.43,NO,,NO,,
LTBQ1426,HIGH VOLTAGE MAST,POLE,404506.916N,0300751.813E,444.25,98.43,NO,,NO,,
LTBQ1427,HIGH VOLTAGE MAST,POLE,404513.578N,0300744.814E,405.34,98.43,NO,,NO,,
LTBQ1428,HIGH VOLTAGE MAST,POLE,404509.600N,0300737.321E,417.27,98.43,NO,,NO,,
LTBQ1429,HIGH VOLTAGE MAST,POLE,404513.551N,0300731.051E,361.37,98.43,NO,,NO,,
LTBQ1430,HIGH VOLTAGE MAST,POLE,404504.698N,0300717.716E,387.42,98.43,NO,,NO,,
LTBQ1431,HIGH VOLTAGE MAST,POLE,404503.171N,0300724.862E,443.00,98.43,NO,,NO,,
LTBQ1432,HIGH VOLTAGE MAST,POLE,404502.465N,0300719.574E,418.88,98.43,NO,,NO,,
LTBQ1433,HIGH VOLTAGE MAST,POLE,404500.887N,0300720.009E,405.28,98.43,NO,,NO,,
LTBQ1434,HIGH VOLTAGE MAST,POLE,404512.216N,0300722.968E,351.43,98.43,NO,,NO,,
LTBQ1435,HIGH VOLTAGE MAST,POLE,404502.751N,0300711.411E,336.10,98.43,NO,,NO,,
LTBQ1436,HIGH VOLTAGE MAST,POLE,404457.014N,0300744.599E,481.82,98.43,NO,,NO,,
LTBQ1437,HIGH VOLTAGE MAST,POLE,404456.941N,0300738.352E,471.09,98.43,NO,,NO,,
LTBQ1438,MAST,POLE,404451.096N,0300740.237E,411.24,49.21,NO,,NO,,
LTBQ1439,MAST,POLE,404451.808N,0300732.114E,359.57,49.21,NO,,NO,,
LTBQ1440,HIGH VOLTAGE MAST,POLE,404459.149N,0300734.894E,436.24,98.43,NO,,NO,,
