Obstacle_Designator ,AIXM_NAME,Obstacle Type (AIXM),Latitude,Longitude,Elevation at Top (FT),Height (FT),Lighting,Color of Lighting,Group,
LTAW1697,TREE,TREE,401655.43N,0362459.51E,2992.09,31.94,NO INFO,,NO,
LTAW1698,TREE,TREE,401655.36N,0362459.69E,2998.65,35.54,NO INFO,,NO,
LTAW1699,TREE,TREE,401655.19N,0362459.94E,2992.09,24.87,NO INFO,,NO,
LTAW1700,TREE,TREE,401655.14N,0362500.33E,3005.21,31.08,NO INFO,,NO,
LTAW1701,TREE,TREE,401654.98N,0362500.60E,3011.77,32.33,NO INFO,,NO,
LTAW1702,TREE,TREE,401654.73N,0362501.09E,3024.90,35.00,NO INFO,,NO,
LTAW1703,TREE,TREE,401654.62N,0362501.45E,3041.30,45.04,NO INFO,,NO,
LTAW1704,TREE,TREE,401654.47N,0362501.69E,3044.58,43.06,NO INFO,,NO,
LTAW1705,TREE,TREE,401652.46N,0362459.80E,3018.34,34.22,NO INFO,,NO,
LTAW1706,TREE,TREE,401652.97N,0362459.39E,3001.93,28.10,NO INFO,,NO,
LTAW1707,TREE,TREE,401653.06N,0362459.35E,3001.93,29.34,NO INFO,,NO,
LTAW1708,TREE,TREE,401653.10N,0362458.53E,2978.97,17.45,NO INFO,,NO,
LTAW1709,TREE,TREE,401653.14N,0362458.38E,2982.25,26.59,NO INFO,,NO,
LTAW1710,TREE,TREE,401653.43N,0362458.16E,2978.97,28.00,NO INFO,,NO,
LTAW1711,TREE,TREE,401653.49N,0362457.85E,2975.69,31.00,NO INFO,,NO,
LTAW1712,TREE,TREE,401653.67N,0362457.58E,2969.12,31.11,NO INFO,,NO,
LTAW1713,TREE,TREE,401653.83N,0362457.31E,2959.28,28.04,NO INFO,,NO,
LTAW1714,TREE,TREE,401653.42N,0362457.51E,2965.84,27.45,NO INFO,,NO,
LTAW1715,TREE,TREE,401653.17N,0362457.77E,2969.12,24.35,NO INFO,,NO,
LTAW1716,TREE,TREE,401652.17N,0362503.80E,3074.11,23.44,NO INFO,,NO,
LTAW1717,TREE,TREE,401652.21N,0362503.68E,3074.11,24.77,NO INFO,,NO,
LTAW1718,TREE,TREE,401651.39N,0362503.05E,3074.11,26.84,NO INFO,,NO,
LTAW1719,TREE,TREE,401651.23N,0362502.98E,3070.83,23.30,NO INFO,,NO,
LTAW1720,TREE,TREE,401650.90N,0362502.63E,3067.55,21.99,NO INFO,,NO,
LTAW1721,TREE,TREE,401650.32N,0362501.68E,3067.55,27.92,NO INFO,,NO,
LTAW1722,TREE,TREE,401650.33N,0362501.49E,3064.27,27.02,NO INFO,,NO,
LTAW1723,TREE,TREE,401649.91N,0362500.29E,3047.86,22.84,NO INFO,,NO,
LTAW1724,TREE,TREE,401649.75N,0362500.06E,3047.86,25.67,NO INFO,,NO,
LTAW1725,TREE,TREE,401649.61N,0362500.64E,3064.27,31.14,NO INFO,,NO,
LTAW1726,TREE,TREE,401649.36N,0362500.46E,3057.71,27.12,NO INFO,,NO,
LTAW1727,TREE,TREE,401649.18N,0362500.36E,3064.27,34.38,NO INFO,,NO,
LTAW1728,TREE,TREE,401649.83N,0362459.24E,3034.74,30.06,NO INFO,,NO,
LTAW1729,TREE,TREE,401650.18N,0362458.55E,3015.06,28.00,NO INFO,,NO,
LTAW1730,TREE,TREE,401650.30N,0362458.14E,3005.21,28.41,NO INFO,,NO,
LTAW1731,TREE,TREE,401650.46N,0362457.84E,2998.65,32.76,NO INFO,,NO,
LTAW1732,TREE,TREE,401650.44N,0362457.68E,2998.65,35.99,NO INFO,,NO,
LTAW1733,TREE,TREE,401650.24N,0362458.03E,3001.93,25.34,NO INFO,,NO,
LTAW1734,TREE,TREE,401649.99N,0362458.13E,3011.77,27.14,NO INFO,,NO,
LTAW1735,TREE,TREE,401649.80N,0362458.48E,3024.90,33.33,NO INFO,,NO,
LTAW1736,TREE,TREE,401649.68N,0362458.94E,3034.74,31.47,NO INFO,,NO,
LTAW1737,TREE,TREE,401649.99N,0362459.57E,3034.74,24.13,NO INFO,,NO,
LTAW1738,TREE,TREE,401649.57N,0362459.30E,3044.58,36.59,NO INFO,,NO,
LTAW1739,TREE,TREE,401649.44N,0362458.85E,3038.02,37.81,NO INFO,,NO,
LTAW1740,TREE,TREE,401650.49N,0362456.77E,2975.69,33.06,NO INFO,,NO,
LTAW1741,TREE,TREE,401650.76N,0362456.21E,2975.69,38.67,NO INFO,,NO,
LTAW1742,TREE,TREE,401650.94N,0362456.04E,2965.84,31.08,NO INFO,,NO,
LTAW1743,TREE,TREE,401651.04N,0362455.86E,2965.84,32.48,NO INFO,,NO,
LTAW1744,TREE,TREE,401651.25N,0362455.68E,2962.56,31.06,NO INFO,,NO,
LTAW1745,TREE,TREE,401650.86N,0362455.36E,2985.53,50.49,NO INFO,,NO,
LTAW1746,TREE,TREE,401650.67N,0362455.23E,2982.25,44.88,NO INFO,,NO,
LTAW1747,TREE,TREE,401650.45N,0362455.15E,2972.40,32.98,NO INFO,,NO,
LTAW1748,TREE,TREE,401650.47N,0362455.02E,2972.40,32.43,NO INFO,,NO,
LTAW1749,TREE,TREE,401650.69N,0362455.08E,2975.69,37.50,NO INFO,,NO,
LTAW1750,TREE,TREE,401650.85N,0362454.98E,2969.12,31.57,NO INFO,,NO,
LTAW1751,TREE,TREE,401651.48N,0362455.10E,2985.53,53.57,NO INFO,,NO,
LTAW1752,TREE,TREE,401651.51N,0362455.28E,2982.25,51.30,NO INFO,,NO,
LTAW1753,TREE,TREE,401651.71N,0362455.46E,2978.97,50.46,NO INFO,,NO,
LTAW1754,TREE,TREE,401651.81N,0362455.53E,2985.53,58.65,NO INFO,,NO,
LTAW1755,TREE,TREE,401651.69N,0362455.94E,2982.25,53.80,NO INFO,,NO,
LTAW1756,TREE,TREE,401651.85N,0362455.82E,2962.56,36.47,NO INFO,,NO,
LTAW1757,TREE,TREE,401652.25N,0362455.76E,2982.25,60.96,NO INFO,,NO,
LTAW1758,TREE,TREE,401652.39N,0362455.68E,2959.28,39.42,NO INFO,,NO,
LTAW1759,TREE,TREE,401652.59N,0362455.56E,2962.56,45.69,NO INFO,,NO,
LTAW1760,TREE,TREE,401652.65N,0362455.56E,2962.56,46.74,NO INFO,,NO,
LTAW1761,TREE,TREE,401652.43N,0362455.44E,2949.44,29.93,NO INFO,,NO,
LTAW1762,TREE,TREE,401652.40N,0362455.25E,2949.44,29.08,NO INFO,,NO,
LTAW1763,TREE,TREE,401652.38N,0362455.23E,2952.72,31.98,NO INFO,,NO,
LTAW1764,TREE,TREE,401652.19N,0362455.02E,2965.84,42.19,NO INFO,,NO,
LTAW1765,TREE,TREE,401652.16N,0362455.34E,2946.16,23.22,NO INFO,,NO,
LTAW1766,TREE,TREE,401652.82N,0362455.72E,2965.84,52.13,NO INFO,,NO,
LTAW1767,TREE,TREE,401653.06N,0362455.74E,2962.56,51.32,NO INFO,,NO,
LTAW1768,TREE,TREE,401652.87N,0362455.69E,2975.69,62.60,NO INFO,,NO,
LTAW1769,TREE,TREE,401653.21N,0362455.53E,2952.72,43.44,NO INFO,,NO,
LTAW1770,TREE,TREE,401653.48N,0362455.44E,2949.44,42.70,NO INFO,,NO,
LTAW1771,TREE,TREE,401653.82N,0362455.45E,2946.16,41.92,NO INFO,,NO,
LTAW1772,TREE,TREE,401654.35N,0362455.21E,2959.28,57.49,NO INFO,,NO,
LTAW1773,TREE,TREE,401654.55N,0362455.05E,2956.00,55.86,NO INFO,,NO,
LTAW1774,TREE,TREE,401654.57N,0362454.86E,2956.00,57.34,NO INFO,,NO,
LTAW1775,TREE,TREE,401654.83N,0362454.59E,2929.75,33.78,NO INFO,,NO,
LTAW1776,TREE,TREE,401655.26N,0362454.38E,2942.88,50.36,NO INFO,,NO,
LTAW1777,TREE,TREE,401654.98N,0362454.47E,2929.75,35.21,NO INFO,,NO,
LTAW1778,TREE,TREE,401654.71N,0362454.48E,2933.04,37.10,NO INFO,,NO,
LTAW1779,TREE,TREE,401654.60N,0362454.55E,2933.04,36.11,NO INFO,,NO,
LTAW1780,TREE,TREE,401654.26N,0362454.15E,2952.72,53.80,NO INFO,,NO,
LTAW1781,TREE,TREE,401654.36N,0362453.91E,2926.47,26.77,NO INFO,,NO,
LTAW1782,TREE,TREE,401654.08N,0362454.71E,2933.04,33.99,NO INFO,,NO,
LTAW1783,TREE,TREE,401654.00N,0362453.78E,2929.75,25.73,NO INFO,,NO,
LTAW1784,TREE,TREE,401653.76N,0362453.34E,2965.84,51.78,NO INFO,,NO,
LTAW1785,TREE,TREE,401653.81N,0362453.37E,2962.56,50.05,NO INFO,,NO,
LTAW1786,TREE,TREE,401653.87N,0362453.31E,2959.28,46.33,NO INFO,,NO,
LTAW1787,TREE,TREE,401653.85N,0362453.23E,2962.56,48.14,NO INFO,,NO,
LTAW1788,TREE,TREE,401653.64N,0362453.10E,2962.56,43.35,NO INFO,,NO,
LTAW1789,TREE,TREE,401653.48N,0362453.18E,2962.56,42.05,NO INFO,,NO,
LTAW1790,TREE,TREE,401653.32N,0362453.21E,2962.56,40.07,NO INFO,,NO,
LTAW1791,TREE,TREE,401653.18N,0362453.23E,2975.69,51.57,NO INFO,,NO,
LTAW1792,TREE,TREE,401653.10N,0362453.28E,2978.97,54.11,NO INFO,,NO,
LTAW1793,TREE,TREE,401652.84N,0362453.41E,2982.25,54.62,NO INFO,,NO,
LTAW1794,TREE,TREE,401652.81N,0362453.76E,2959.28,33.13,NO INFO,,NO,
LTAW1795,TREE,TREE,401652.99N,0362453.81E,2962.56,36.83,NO INFO,,NO,
LTAW1796,TREE,TREE,401653.12N,0362453.82E,2956.00,36.54,NO INFO,,NO,
LTAW1797,TREE,TREE,401653.14N,0362453.89E,2956.00,37.84,NO INFO,,NO,
LTAW1798,TREE,TREE,401652.45N,0362453.57E,2956.00,23.57,NO INFO,,NO,
LTAW1799,TREE,TREE,401652.41N,0362453.11E,2965.84,28.46,NO INFO,,NO,
LTAW1800,TREE,TREE,401652.62N,0362453.49E,2952.72,22.34,NO INFO,,NO,
LTAW1801,TREE,TREE,401652.02N,0362454.04E,2969.12,32.71,NO INFO,,NO,
LTAW1802,TREE,TREE,401651.92N,0362454.14E,2965.84,29.49,NO INFO,,NO,
LTAW1803,TREE,TREE,401651.71N,0362454.26E,2995.37,58.08,NO INFO,,NO,
LTAW1804,TREE,TREE,401651.58N,0362454.28E,2992.09,53.77,NO INFO,,NO,
LTAW1805,TREE,TREE,401651.54N,0362454.56E,2965.84,29.95,NO INFO,,NO,
LTAW1806,TREE,TREE,401651.39N,0362454.74E,2962.56,26.71,NO INFO,,NO,
LTAW1807,TREE,TREE,401651.26N,0362455.05E,2972.40,38.75,NO INFO,,NO,
LTAW1808,TREE,TREE,401650.98N,0362454.94E,2969.12,32.36,NO INFO,,NO,
LTAW1809,TREE,TREE,401652.34N,0362450.88E,2988.81,29.37,NO INFO,,NO,
LTAW1810,TREE,TREE,401653.05N,0362451.97E,3001.93,62.56,NO INFO,,NO,
LTAW1811,TREE,TREE,401653.18N,0362451.87E,3001.93,63.53,NO INFO,,NO,
LTAW1812,TREE,TREE,401652.96N,0362452.45E,2962.56,28.08,NO INFO,,NO,
LTAW1813,TREE,TREE,401652.78N,0362452.69E,2962.56,27.00,NO INFO,,NO,
LTAW1814,TREE,TREE,401653.41N,0362451.48E,3001.93,61.11,NO INFO,,NO,
LTAW1815,TREE,TREE,401653.52N,0362451.33E,3005.21,62.97,NO INFO,,NO,
LTAW1816,TREE,TREE,401653.62N,0362451.25E,2998.65,55.70,NO INFO,,NO,
LTAW1817,TREE,TREE,401653.68N,0362451.19E,3001.93,58.65,NO INFO,,NO,
LTAW1818,TREE,TREE,401653.74N,0362451.04E,3008.49,62.94,NO INFO,,NO,
LTAW1819,TREE,TREE,401653.83N,0362450.97E,3011.77,65.39,NO INFO,,NO,
LTAW1820,TREE,TREE,401653.94N,0362450.99E,2998.65,53.17,NO INFO,,NO,
LTAW1821,TREE,TREE,401654.01N,0362450.87E,2992.09,44.22,NO INFO,,NO,
LTAW1822,TREE,TREE,401654.11N,0362450.64E,2982.25,29.48,NO INFO,,NO,
LTAW1823,TREE,TREE,401653.92N,0362450.62E,2982.25,28.30,NO INFO,,NO,
LTAW1824,TREE,TREE,401653.81N,0362450.55E,2985.53,29.78,NO INFO,,NO,
LTAW1825,TREE,TREE,401654.35N,0362450.53E,2988.81,34.75,NO INFO,,NO,
LTAW1826,TREE,TREE,401654.51N,0362450.61E,2985.53,33.66,NO INFO,,NO,
LTAW1827,TREE,TREE,401654.51N,0362450.82E,2982.25,35.04,NO INFO,,NO,
LTAW1828,TREE,TREE,401654.47N,0362450.89E,2978.97,33.03,NO INFO,,NO,
LTAW1829,TREE,TREE,401654.34N,0362450.71E,2988.81,38.30,NO INFO,,NO,
LTAW1830,TREE,TREE,401656.08N,0362452.58E,2962.56,55.78,NO INFO,,NO,
LTAW1831,TREE,TREE,401656.01N,0362452.57E,2959.28,51.94,NO INFO,,NO,
LTAW1832,TREE,TREE,401655.50N,0362452.62E,2959.28,49.95,NO INFO,,NO,
LTAW1833,TREE,TREE,401655.58N,0362452.60E,2956.00,46.69,NO INFO,,NO,
LTAW1834,TREE,TREE,401656.15N,0362453.77E,2939.60,51.81,NO INFO,,NO,
LTAW1835,TREE,TREE,401656.10N,0362454.00E,2919.91,31.69,NO INFO,,NO,
LTAW1836,TREE,TREE,401655.92N,0362454.14E,2923.19,33.58,NO INFO,,NO,
LTAW1837,TREE,TREE,401655.76N,0362454.17E,2926.47,36.28,NO INFO,,NO,
LTAW1838,TREE,TREE,401655.55N,0362454.20E,2936.32,45.55,NO INFO,,NO,
LTAW1839,TREE,TREE,401656.64N,0362452.51E,2956.00,51.09,NO INFO,,NO,
LTAW1840,TREE,TREE,401656.75N,0362452.59E,2952.72,50.10,NO INFO,,NO,
LTAW1841,TREE,TREE,401656.88N,0362452.51E,2942.88,39.40,NO INFO,,NO,
LTAW1842,TREE,TREE,401657.10N,0362452.59E,2923.19,23.02,NO INFO,,NO,
LTAW1843,TREE,TREE,401656.99N,0362453.41E,2916.63,34.14,NO INFO,,NO,
LTAW1844,TREE,TREE,401657.15N,0362453.33E,2919.91,38.00,NO INFO,,NO,
LTAW1845,TREE,TREE,401657.34N,0362453.17E,2923.19,39.70,NO INFO,,NO,
LTAW1846,TREE,TREE,401657.38N,0362452.28E,2933.04,27.21,NO INFO,,NO,
LTAW1847,TREE,TREE,401656.94N,0362453.68E,2906.79,26.94,NO INFO,,NO,
LTAW1848,TREE,TREE,401656.80N,0362453.28E,2910.07,23.15,NO INFO,,NO,
LTAW1849,TREE,TREE,401657.72N,0362453.36E,2900.23,26.26,NO INFO,,NO,
LTAW1850,TREE,TREE,401657.84N,0362453.02E,2910.07,29.18,NO INFO,,NO,
LTAW1851,TREE,TREE,401657.87N,0362452.82E,2913.35,27.23,NO INFO,,NO,
LTAW1852,TREE,TREE,401657.75N,0362451.02E,2982.25,49.93,NO INFO,,NO,
LTAW1853,TREE,TREE,401657.82N,0362450.86E,2972.40,36.70,NO INFO,,NO,
LTAW1854,TREE,TREE,401657.60N,0362451.26E,2969.12,41.52,NO INFO,,NO,
LTAW1855,TREE,TREE,401657.87N,0362451.28E,2972.40,46.36,NO INFO,,NO,
LTAW1856,TREE,TREE,401657.91N,0362451.47E,2962.56,40.91,NO INFO,,NO,
LTAW1857,TREE,TREE,401657.93N,0362451.11E,2969.12,39.46,NO INFO,,NO,
LTAW1858,TREE,TREE,401658.00N,0362451.03E,2959.28,28.23,NO INFO,,NO,
LTAW1859,TREE,TREE,401657.41N,0362450.92E,2959.28,23.09,NO INFO,,NO,
LTAW1860,TREE,TREE,401657.15N,0362450.94E,2969.12,32.61,NO INFO,,NO,
LTAW1861,TREE,TREE,401656.90N,0362450.88E,2975.69,36.59,NO INFO,,NO,
LTAW1862,TREE,TREE,401656.81N,0362450.92E,2978.97,40.77,NO INFO,,NO,
LTAW1863,TREE,TREE,401656.75N,0362450.95E,2975.69,37.99,NO INFO,,NO,
LTAW1864,TREE,TREE,401656.59N,0362450.76E,2978.97,35.78,NO INFO,,NO,
LTAW1865,TREE,TREE,401656.37N,0362451.33E,2956.00,27.94,NO INFO,,NO,
LTAW1866,TREE,TREE,401656.60N,0362451.31E,2956.00,27.29,NO INFO,,NO,
LTAW1867,TREE,TREE,401656.69N,0362451.38E,2956.00,29.19,NO INFO,,NO,
LTAW1868,TREE,TREE,401656.87N,0362451.48E,2952.72,27.97,NO INFO,,NO,
LTAW1869,TREE,TREE,401657.09N,0362451.65E,2946.16,25.36,NO INFO,,NO,
LTAW1870,TREE,TREE,401656.28N,0362451.25E,2959.28,28.85,NO INFO,,NO,
LTAW1871,TREE,TREE,401656.08N,0362451.25E,2952.72,21.96,NO INFO,,NO,
LTAW1872,TREE,TREE,401655.81N,0362451.15E,2959.28,24.06,NO INFO,,NO,
LTAW1873,TREE,TREE,401655.57N,0362450.85E,2972.40,28.25,NO INFO,,NO,
LTAW1874,TREE,TREE,401655.35N,0362451.17E,2959.28,23.40,NO INFO,,NO,
LTAW1875,TREE,TREE,401655.62N,0362449.18E,2995.37,28.32,NO INFO,,NO,
LTAW1876,TREE,TREE,401656.23N,0362449.31E,2992.09,29.20,NO INFO,,NO,
LTAW1877,TREE,TREE,401656.33N,0362449.28E,2985.53,22.74,NO INFO,,NO,
LTAW1878,TREE,TREE,401655.67N,0362449.02E,2995.37,26.55,NO INFO,,NO,
LTAW1879,TREE,TREE,401653.78N,0362447.71E,3021.62,31.41,NO INFO,,NO,
LTAW1880,TREE,TREE,401652.40N,0362447.83E,3054.42,58.67,NO INFO,,NO,
LTAW1881,TREE,TREE,401652.46N,0362448.10E,3041.30,48.94,NO INFO,,NO,
LTAW1882,TREE,TREE,401652.34N,0362447.97E,3051.14,56.64,NO INFO,,NO,
LTAW1883,TREE,TREE,401651.25N,0362447.45E,3031.46,23.86,NO INFO,,NO,
LTAW1884,TREE,TREE,401658.62N,0362451.50E,2936.32,24.84,NO INFO,,NO,
LTAW1885,TREE,TREE,401658.50N,0362450.67E,2962.56,27.21,NO INFO,,NO,
LTAW1886,TREE,TREE,401658.01N,0362453.77E,2910.07,38.95,NO INFO,,NO,
LTAW1887,TREE,TREE,401645.92N,0362447.47E,3093.79,30.66,NO INFO,,NO,
LTAW1888,TREE,TREE,401645.64N,0362447.62E,3100.36,30.60,NO INFO,,NO,
LTAW1889,TREE,TREE,401645.81N,0362447.85E,3097.08,32.45,NO INFO,,NO,
LTAW1890,TREE,TREE,401645.66N,0362447.97E,3106.92,39.43,NO INFO,,NO,
LTAW1891,TREE,TREE,401645.85N,0362448.28E,3087.23,24.89,NO INFO,,NO,
LTAW1892,TREE,TREE,401645.42N,0362448.65E,3120.04,51.36,NO INFO,,NO,
LTAW1893,TREE,TREE,401645.55N,0362448.65E,3100.36,33.89,NO INFO,,NO,
LTAW1894,TREE,TREE,401645.74N,0362448.53E,3100.36,36.97,NO INFO,,NO,
LTAW1895,TREE,TREE,401645.53N,0362449.20E,3090.51,26.94,NO INFO,,NO,
LTAW1896,TREE,TREE,401645.69N,0362449.00E,3090.51,28.96,NO INFO,,NO,
LTAW1897,TREE,TREE,401645.84N,0362448.95E,3090.51,32.16,NO INFO,,NO,
LTAW1898,TREE,TREE,401645.69N,0362449.18E,3093.79,33.36,NO INFO,,NO,
LTAW1899,TREE,TREE,401645.35N,0362449.75E,3093.79,30.05,NO INFO,,NO,
LTAW1900,TREE,TREE,401645.42N,0362449.93E,3083.95,22.30,NO INFO,,NO,
LTAW1901,TREE,TREE,401645.69N,0362450.23E,3080.67,25.07,NO INFO,,NO,
LTAW1902,TREE,TREE,401645.80N,0362450.07E,3077.39,22.93,NO INFO,,NO,
LTAW1903,TREE,TREE,401646.16N,0362450.12E,3077.39,28.43,NO INFO,,NO,
LTAW1904,TREE,TREE,401646.43N,0362450.14E,3087.23,42.39,NO INFO,,NO,
LTAW1905,TREE,TREE,401646.62N,0362450.19E,3080.67,38.77,NO INFO,,NO,
LTAW1906,TREE,TREE,401646.79N,0362450.21E,3080.67,41.40,NO INFO,,NO,
LTAW1907,TREE,TREE,401647.16N,0362450.49E,3057.71,25.77,NO INFO,,NO,
LTAW1908,TREE,TREE,401646.32N,0362447.37E,3087.23,33.75,NO INFO,,NO,
LTAW1909,TREE,TREE,401646.50N,0362447.14E,3080.67,30.97,NO INFO,,NO,
LTAW1910,TREE,TREE,401646.72N,0362447.06E,3064.27,18.18,NO INFO,,NO,
LTAW1911,TREE,TREE,401646.88N,0362446.97E,3070.83,26.74,NO INFO,,NO,
LTAW1912,TREE,TREE,401647.37N,0362446.69E,3090.51,49.22,NO INFO,,NO,
LTAW1913,TREE,TREE,401647.59N,0362446.58E,3077.39,36.90,NO INFO,,NO,
LTAW1914,TREE,TREE,401647.68N,0362446.50E,3083.95,43.38,NO INFO,,NO,
LTAW1915,TREE,TREE,401649.54N,0362448.57E,3044.58,25.59,NO INFO,,NO,
LTAW1916,TREE,TREE,401649.78N,0362449.42E,3024.90,22.01,NO INFO,,NO,
LTAW1917,TREE,TREE,401649.41N,0362449.67E,3031.46,23.38,NO INFO,,NO,
LTAW1918,TREE,TREE,401648.67N,0362450.08E,3054.42,37.23,NO INFO,,NO,
LTAW1919,TREE,TREE,401648.20N,0362451.28E,3060.99,47.82,NO INFO,,NO,
LTAW1920,TREE,TREE,401648.11N,0362451.69E,3034.74,23.86,NO INFO,,NO,
LTAW1921,TREE,TREE,401647.85N,0362452.89E,3044.58,38.92,NO INFO,,NO,
LTAW1922,TREE,TREE,401648.64N,0362456.31E,2992.09,29.28,NO INFO,,NO,
LTAW1923,TREE,TREE,401648.41N,0362455.67E,3011.77,58.52,NO INFO,,NO,
LTAW1924,TREE,TREE,401648.33N,0362455.50E,3011.77,58.37,NO INFO,,NO,
LTAW1925,TREE,TREE,401648.29N,0362455.73E,3015.06,60.50,NO INFO,,NO,
LTAW1926,TREE,TREE,401648.12N,0362455.91E,2988.81,32.34,NO INFO,,NO,
LTAW1927,TREE,TREE,401647.53N,0362455.19E,2998.65,34.66,NO INFO,,NO,
LTAW1928,TREE,TREE,401647.41N,0362455.48E,2985.53,22.82,NO INFO,,NO,
LTAW1929,TREE,TREE,401647.26N,0362455.55E,2995.37,31.59,NO INFO,,NO,
LTAW1930,TREE,TREE,401646.99N,0362455.23E,3021.62,50.15,NO INFO,,NO,
LTAW1931,TREE,TREE,401647.20N,0362455.06E,3001.93,30.59,NO INFO,,NO,
LTAW1932,TREE,TREE,401647.41N,0362455.84E,2998.65,36.91,NO INFO,,NO,
LTAW1933,TREE,TREE,401647.64N,0362456.04E,2992.09,32.46,NO INFO,,NO,
LTAW1934,TREE,TREE,401647.91N,0362457.50E,3011.77,21.94,NO INFO,,NO,
LTAW1935,TREE,TREE,401646.96N,0362456.23E,2992.09,25.54,NO INFO,,NO,
LTAW1936,TREE,TREE,401647.05N,0362455.99E,3001.93,37.81,NO INFO,,NO,
LTAW1937,TREE,TREE,401647.33N,0362456.55E,3001.93,35.33,NO INFO,,NO,
LTAW1938,TREE,TREE,401646.66N,0362456.32E,3001.93,31.47,NO INFO,,NO,
LTAW1939,TREE,TREE,401646.36N,0362456.45E,3018.34,45.51,NO INFO,,NO,
LTAW1940,TREE,TREE,401646.25N,0362456.54E,3024.90,51.19,NO INFO,,NO,
LTAW1941,TREE,TREE,401646.08N,0362456.75E,3021.62,45.87,NO INFO,,NO,
LTAW1942,TREE,TREE,401645.93N,0362456.84E,3021.62,44.25,NO INFO,,NO,
LTAW1943,TREE,TREE,401645.63N,0362457.01E,3024.90,44.29,NO INFO,,NO,
LTAW1944,TREE,TREE,401645.66N,0362455.60E,3038.02,50.82,NO INFO,,NO,
LTAW1945,TREE,TREE,401645.17N,0362455.96E,3054.42,63.03,NO INFO,,NO,
LTAW1946,TREE,TREE,401645.48N,0362456.21E,3038.02,52.59,NO INFO,,NO,
LTAW1947,TREE,TREE,401645.58N,0362456.17E,3034.74,50.52,NO INFO,,NO,
LTAW1948,TREE,TREE,401645.42N,0362456.51E,3034.74,50.26,NO INFO,,NO,
LTAW1949,TREE,TREE,401645.07N,0362456.50E,3057.71,69.86,NO INFO,,NO,
LTAW1950,TREE,TREE,401644.86N,0362457.18E,3041.30,53.33,NO INFO,,NO,
LTAW1951,TREE,TREE,401644.99N,0362456.82E,3044.58,57.09,NO INFO,,NO,
LTAW1952,TREE,TREE,401645.84N,0362455.78E,3021.62,39.45,NO INFO,,NO,
LTAW1953,TREE,TREE,401645.44N,0362455.55E,3018.34,27.25,NO INFO,,NO,
LTAW1954,TREE,TREE,401646.69N,0362455.25E,3005.21,29.68,NO INFO,,NO,
LTAW1955,TREE,TREE,401645.15N,0362454.23E,3044.58,27.83,NO INFO,,NO,
LTAW1956,TREE,TREE,401645.52N,0362454.24E,3034.74,24.33,NO INFO,,NO,
LTAW1957,TREE,TREE,401644.81N,0362454.46E,3054.42,34.91,NO INFO,,NO,
LTAW1958,TREE,TREE,401644.43N,0362454.99E,3044.58,25.90,NO INFO,,NO,
LTAW1959,TREE,TREE,401644.62N,0362454.73E,3047.86,28.86,NO INFO,,NO,
LTAW1960,TREE,TREE,401644.03N,0362455.33E,3051.14,29.43,NO INFO,,NO,
LTAW1961,TREE,TREE,401644.00N,0362456.98E,3054.42,58.63,NO INFO,,NO,
LTAW1962,TREE,TREE,401644.11N,0362457.22E,3047.86,53.20,NO INFO,,NO,
LTAW1963,TREE,TREE,401644.18N,0362457.63E,3054.42,59.25,NO INFO,,NO,
LTAW1964,TREE,TREE,401644.55N,0362457.16E,3028.18,38.93,NO INFO,,NO,
LTAW1965,TREE,TREE,401645.37N,0362502.63E,3106.92,56.78,NO INFO,,NO,
LTAW1966,TREE,TREE,401645.26N,0362502.58E,3106.92,56.91,NO INFO,,NO,
LTAW1967,TREE,TREE,401645.15N,0362502.60E,3100.36,49.67,NO INFO,,NO,
LTAW1968,TREE,TREE,401645.10N,0362502.25E,3087.23,40.04,NO INFO,,NO,
LTAW1969,TREE,TREE,401645.55N,0362501.42E,3067.55,30.16,NO INFO,,NO,
LTAW1970,TREE,TREE,401645.77N,0362501.46E,3060.99,27.53,NO INFO,,NO,
LTAW1971,TREE,TREE,401645.94N,0362500.85E,3074.11,50.22,NO INFO,,NO,
LTAW1972,TREE,TREE,401645.80N,0362501.17E,3060.99,30.55,NO INFO,,NO,
LTAW1973,TREE,TREE,401645.70N,0362501.35E,3070.83,36.95,NO INFO,,NO,
LTAW1974,TREE,TREE,401645.97N,0362501.42E,3080.67,50.00,NO INFO,,NO,
LTAW1975,TREE,TREE,401645.93N,0362501.50E,3080.67,48.20,NO INFO,,NO,
LTAW1976,TREE,TREE,401646.19N,0362501.56E,3057.71,25.16,NO INFO,,NO,
LTAW1977,TREE,TREE,401653.82N,0362524.50E,2982.25,31.45,NO INFO,,NO,
LTAW1978,TREE,TREE,401651.96N,0362523.59E,2992.09,24.57,NO INFO,,NO,
LTAW1979,TREE,TREE,401645.09N,0362524.36E,2995.37,34.14,NO INFO,,NO,
LTAW1980,TREE,TREE,401646.75N,0362523.38E,3018.34,35.41,NO INFO,,NO,
LTAW1981,TREE,TREE,401647.01N,0362523.40E,3015.06,34.89,NO INFO,,NO,
LTAW1982,TREE,TREE,401652.96N,0362523.29E,3008.49,37.61,NO INFO,,NO,
LTAW1983,TREE,TREE,401653.07N,0362523.75E,2998.65,34.84,NO INFO,,NO,
LTAW1984,TREE,TREE,401653.33N,0362523.14E,2995.37,23.01,NO INFO,,NO,
LTAW1985,TREE,TREE,401650.48N,0362522.20E,3024.90,23.06,NO INFO,,NO,
LTAW1986,TREE,TREE,401655.75N,0362522.40E,2988.81,22.61,NO INFO,,NO,
